Gattung,GewogenAm,TVDID,GewichtBezahlt,TVD,
650 - SPG Kuhkalb,2019-05-31,120137502986,71,CH120137502986,
640 - SPG Stierkalb,2019-05-31,120131472742,72,CH120131472742,
650 - SPG Kuhkalb,2019-05-31,120144357098,72,CH120144357098,
640 - SPG Stierkalb,2019-05-31,120148642503,73,CH120148642503,
650 - SPG Kuhkalb,2019-05-31,120149555703,73,CH120149555703,
650 - SPG Kuhkalb,2019-05-31,120142653963,73,CH120142653963,
640 - SPG Stierkalb,2019-05-31,120136182424,74,CH120136182424,
640 - SPG Stierkalb,2019-05-31,120143325739,75,CH120143325739,
640 - SPG Stierkalb,2019-05-31,120141312885,75,CH120141312885,
640 - SPG Stierkalb,2019-05-31,120144170512,75,CH120144170512,
640 - SPG Stierkalb,2019-05-31,120144752640,75,CH120144752640,
640 - SPG Stierkalb,2019-05-31,120144167291,75,CH120144167291,
640 - SPG Stierkalb,2019-05-31,120135294357,75,CH120135294357,
640 - SPG Stierkalb,2019-05-31,120135294364,75,CH120135294364,
640 - SPG Stierkalb,2019-05-31,120147981603,75,CH120147981603,
640 - SPG Stierkalb,2019-05-31,120143362857,75,CH120143362857,
640 - SPG Stierkalb,2019-05-31,120145602210,75,CH120145602210,
640 - SPG Stierkalb,2019-05-31,120145602227,75,CH120145602227,
640 - SPG Stierkalb,2019-05-31,120143364608,75,CH120143364608,
640 - SPG Stierkalb,2019-05-31,120140385620,75,CH120140385620,
640 - SPG Stierkalb,2019-05-31,120143357723,75,CH120143357723,
640 - SPG Stierkalb,2019-05-31,120145126075,75,CH120145126075,
640 - SPG Stierkalb,2019-05-31,120145126082,75,CH120145126082,
640 - SPG Stierkalb,2019-05-31,120123549919,75,CH120123549919,
640 - SPG Stierkalb,2019-05-31,120150608160,75,CH120150608160,
640 - SPG Stierkalb,2019-05-31,120141743313,75,CH120141743313,
640 - SPG Stierkalb,2019-05-31,120141743290,75,CH120141743290,
640 - SPG Stierkalb,2019-05-31,120148729082,75,CH120148729082,
640 - SPG Stierkalb,2019-05-31,120144828017,75,CH120144828017,
640 - SPG Stierkalb,2019-05-31,120144828024,75,CH120144828024,
640 - SPG Stierkalb,2019-05-31,120138400014,75,CH120138400014,
640 - SPG Stierkalb,2019-05-31,120135434838,75,CH120135434838,
640 - SPG Stierkalb,2019-05-31,120150007840,75,CH120150007840,
640 - SPG Stierkalb,2019-05-31,120148228639,75,CH120148228639,
640 - SPG Stierkalb,2019-05-31,120147299401,75,CH120147299401,
640 - SPG Stierkalb,2019-05-31,120141176517,75,CH120141176517,
640 - SPG Stierkalb,2019-05-31,120143756892,75,CH120143756892,
640 - SPG Stierkalb,2019-05-31,120137876636,75,CH120137876636,
640 - SPG Stierkalb,2019-05-31,120144567657,75,CH120144567657,
640 - SPG Stierkalb,2019-05-31,120144302524,75,CH120144302524,
640 - SPG Stierkalb,2019-05-31,120143750302,75,CH120143750302,
640 - SPG Stierkalb,2019-05-31,120145514780,75,CH120145514780,
640 - SPG Stierkalb,2019-05-31,120145514797,75,CH120145514797,
640 - SPG Stierkalb,2019-05-31,120141918162,75,CH120141918162,
640 - SPG Stierkalb,2019-05-31,120142141866,75,CH120142141866,
640 - SPG Stierkalb,2019-05-31,120148136323,75,CH120148136323,
640 - SPG Stierkalb,2019-05-31,120143142138,75,CH120143142138,
650 - SPG Kuhkalb,2019-05-31,120147981580,75,CH120147981580,
650 - SPG Kuhkalb,2019-05-31,120145602234,75,CH120145602234,
650 - SPG Kuhkalb,2019-05-31,120140385606,75,CH120140385606,
650 - SPG Kuhkalb,2019-05-31,120140385613,75,CH120140385613,
650 - SPG Kuhkalb,2019-05-31,120140385590,75,CH120140385590,
650 - SPG Kuhkalb,2019-05-31,120144658492,75,CH120144658492,
650 - SPG Kuhkalb,2019-05-31,120143357709,75,CH120143357709,
650 - SPG Kuhkalb,2019-05-31,120148729112,75,CH120148729112,
650 - SPG Kuhkalb,2019-05-31,120146547909,75,CH120146547909,
650 - SPG Kuhkalb,2019-05-31,120146972343,75,CH120146972343,
650 - SPG Kuhkalb,2019-05-31,120148228646,75,CH120148228646,
650 - SPG Kuhkalb,2019-05-31,120146841144,75,CH120146841144,
650 - SPG Kuhkalb,2019-05-31,120147174258,75,CH120147174258,
650 - SPG Kuhkalb,2019-05-31,120141176500,75,CH120141176500,
650 - SPG Kuhkalb,2019-05-31,120143300828,75,CH120143300828,
650 - SPG Kuhkalb,2019-05-31,120147039526,75,CH120147039526,
650 - SPG Kuhkalb,2019-05-31,120144642149,75,CH120144642149,
650 - SPG Kuhkalb,2019-05-31,120142014870,75,CH120142014870,
650 - SPG Kuhkalb,2019-05-31,120142141880,75,CH120142141880,
650 - SPG Kuhkalb,2019-05-31,120139435459,75,CH120139435459,
650 - SPG Kuhkalb,2019-05-31,120143142145,75,CH120143142145,
650 - SPG Kuhkalb,2019-05-31,120147282502,75,CH120147282502,
650 - SPG Kuhkalb,2019-06-07,120139069739,55,CH120139069739,
650 - SPG Kuhkalb,2019-06-07,120150584082,60,CH120150584082,
650 - SPG Kuhkalb,2019-06-07,120145762822,62,CH120145762822,
650 - SPG Kuhkalb,2019-06-07,120143581951,62,CH120143581951,
650 - SPG Kuhkalb,2019-06-07,120130773994,62,CH120130773994,
650 - SPG Kuhkalb,2019-06-07,120144000338,64,CH120144000338,
650 - SPG Kuhkalb,2019-06-07,120145310528,65,CH120145310528,
650 - SPG Kuhkalb,2019-06-07,120145310535,65,CH120145310535,
650 - SPG Kuhkalb,2019-06-07,120144000321,66,CH120144000321,
640 - SPG Stierkalb,2019-06-07,120149312689,68,CH120149312689,
650 - SPG Kuhkalb,2019-06-07,120130773987,68,CH120130773987,
650 - SPG Kuhkalb,2019-06-07,120141596292,68,CH120141596292,
640 - SPG Stierkalb,2019-06-07,120149120413,69,CH120149120413,
640 - SPG Stierkalb,2019-06-07,120149231003,69,CH120149231003,
640 - SPG Stierkalb,2019-06-07,120148403609,69,CH120148403609,
650 - SPG Kuhkalb,2019-06-07,120145814415,70,CH120145814415,
650 - SPG Kuhkalb,2019-06-07,120138162578,70,CH120138162578,
650 - SPG Kuhkalb,2019-06-07,120144693745,70,CH120144693745,
640 - SPG Stierkalb,2019-06-07,120148087137,71,CH120148087137,
640 - SPG Stierkalb,2019-06-07,120144000314,71,CH120144000314,
640 - SPG Stierkalb,2019-06-07,120145332131,71,CH120145332131,
650 - SPG Kuhkalb,2019-06-07,120144498609,71,CH120144498609,
650 - SPG Kuhkalb,2019-06-07,120145069105,71,CH120145069105,
640 - SPG Stierkalb,2019-06-07,120144811859,72,CH120144811859,
650 - SPG Kuhkalb,2019-06-07,120142014887,72,CH120142014887,
640 - SPG Stierkalb,2019-06-07,120146257471,73,CH120146257471,
640 - SPG Stierkalb,2019-06-07,120149526833,73,CH120149526833,
640 - SPG Stierkalb,2019-06-07,120149532223,73,CH120149532223,
640 - SPG Stierkalb,2019-06-07,120147805503,73,CH120147805503,
650 - SPG Kuhkalb,2019-06-07,120146666761,73,CH120146666761,
640 - SPG Stierkalb,2019-06-07,120144498623,74,CH120144498623,
650 - SPG Kuhkalb,2019-06-07,120134256332,74,CH120134256332,
640 - SPG Stierkalb,2019-06-07,120139860640,75,CH120139860640,
640 - SPG Stierkalb,2019-06-07,120139860602,75,CH120139860602,
640 - SPG Stierkalb,2019-06-07,120141077029,75,CH120141077029,
640 - SPG Stierkalb,2019-06-07,120140527952,75,CH120140527952,
640 - SPG Stierkalb,2019-06-07,120144500005,75,CH120144500005,
640 - SPG Stierkalb,2019-06-07,120144498630,75,CH120144498630,
640 - SPG Stierkalb,2019-06-07,120144498579,75,CH120144498579,
640 - SPG Stierkalb,2019-06-07,120144498593,75,CH120144498593,
640 - SPG Stierkalb,2019-06-07,120143325746,75,CH120143325746,
640 - SPG Stierkalb,2019-06-07,120133652906,75,CH120133652906,
640 - SPG Stierkalb,2019-06-07,120144514460,75,CH120144514460,
640 - SPG Stierkalb,2019-06-07,120144382601,75,CH120144382601,
640 - SPG Stierkalb,2019-06-07,120143762145,75,CH120143762145,
640 - SPG Stierkalb,2019-06-07,120141743306,75,CH120141743306,
640 - SPG Stierkalb,2019-06-07,120141743337,75,CH120141743337,
640 - SPG Stierkalb,2019-06-07,120148830924,75,CH120148830924,
640 - SPG Stierkalb,2019-06-07,120137779784,75,CH120137779784,
640 - SPG Stierkalb,2019-06-07,120146630809,75,CH120146630809,
640 - SPG Stierkalb,2019-06-07,120146630830,75,CH120146630830,
640 - SPG Stierkalb,2019-06-07,120146630816,75,CH120146630816,
640 - SPG Stierkalb,2019-06-07,120141770029,75,CH120141770029,
640 - SPG Stierkalb,2019-06-07,120147239865,75,CH120147239865,
640 - SPG Stierkalb,2019-06-07,120144828031,75,CH120144828031,
640 - SPG Stierkalb,2019-06-07,120150501720,75,CH120150501720,
640 - SPG Stierkalb,2019-06-07,120150501713,75,CH120150501713,
640 - SPG Stierkalb,2019-06-07,120149526819,75,CH120149526819,
640 - SPG Stierkalb,2019-06-07,120148117728,75,CH120148117728,
640 - SPG Stierkalb,2019-06-07,120145602180,75,CH120145602180,
640 - SPG Stierkalb,2019-06-07,120145769111,75,CH120145769111,
640 - SPG Stierkalb,2019-06-07,120149209248,75,CH120149209248,
640 - SPG Stierkalb,2019-06-07,120148823698,75,CH120148823698,
640 - SPG Stierkalb,2019-06-07,120147891124,75,CH120147891124,
640 - SPG Stierkalb,2019-06-07,120138806274,75,CH120138806274,
640 - SPG Stierkalb,2019-06-07,120142194985,75,CH120142194985,
640 - SPG Stierkalb,2019-06-07,120149222667,75,CH120149222667,
640 - SPG Stierkalb,2019-06-07,120142191595,75,CH120142191595,
640 - SPG Stierkalb,2019-06-07,120142865748,75,CH120142865748,
640 - SPG Stierkalb,2019-06-07,120138162561,75,CH120138162561,
640 - SPG Stierkalb,2019-06-07,120149113781,75,CH120149113781,
640 - SPG Stierkalb,2019-06-07,120148151081,75,CH120148151081,
640 - SPG Stierkalb,2019-06-07,120141707384,75,CH120141707384,
640 - SPG Stierkalb,2019-06-07,120149134274,75,CH120149134274,
640 - SPG Stierkalb,2019-06-07,120141332784,75,CH120141332784,
640 - SPG Stierkalb,2019-06-07,120146649771,75,CH120146649771,
640 - SPG Stierkalb,2019-06-07,120137595155,75,CH120137595155,
640 - SPG Stierkalb,2019-06-07,120137595148,75,CH120137595148,
640 - SPG Stierkalb,2019-06-07,120144693752,75,CH120144693752,
640 - SPG Stierkalb,2019-06-07,120137876643,75,CH120137876643,
640 - SPG Stierkalb,2019-06-07,120141176524,75,CH120141176524,
640 - SPG Stierkalb,2019-06-07,120146861432,75,CH120146861432,
640 - SPG Stierkalb,2019-06-07,120145322606,75,CH120145322606,
640 - SPG Stierkalb,2019-06-07,120142117137,75,CH120142117137,
640 - SPG Stierkalb,2019-06-07,120148961536,75,CH120148961536,
640 - SPG Stierkalb,2019-06-07,120148961550,75,CH120148961550,
640 - SPG Stierkalb,2019-06-07,120143017030,75,CH120143017030,
640 - SPG Stierkalb,2019-06-07,120145511772,75,CH120145511772,
650 - SPG Kuhkalb,2019-06-07,120144246309,75,CH120144246309,
650 - SPG Kuhkalb,2019-06-07,120148769873,75,CH120148769873,
650 - SPG Kuhkalb,2019-06-07,120147642153,75,CH120147642153,
650 - SPG Kuhkalb,2019-06-07,120145866247,75,CH120145866247,
650 - SPG Kuhkalb,2019-06-07,120144335232,75,CH120144335232,
650 - SPG Kuhkalb,2019-06-07,120140139728,75,CH120140139728,
650 - SPG Kuhkalb,2019-06-07,120137201452,75,CH120137201452,
650 - SPG Kuhkalb,2019-06-07,120144336925,75,CH120144336925,
650 - SPG Kuhkalb,2019-06-07,120144624855,75,CH120144624855,
650 - SPG Kuhkalb,2019-06-07,120141985416,75,CH120141985416,
650 - SPG Kuhkalb,2019-06-07,120149909865,75,CH120149909865,
650 - SPG Kuhkalb,2019-06-07,120141743320,75,CH120141743320,
650 - SPG Kuhkalb,2019-06-07,120144828048,75,CH120144828048,
650 - SPG Kuhkalb,2019-06-07,120146696089,75,CH120146696089,
650 - SPG Kuhkalb,2019-06-07,120145769128,75,CH120145769128,
650 - SPG Kuhkalb,2019-06-07,120145150421,75,CH120145150421,
650 - SPG Kuhkalb,2019-06-07,120149809127,75,CH120149809127,
650 - SPG Kuhkalb,2019-06-07,120149023578,75,CH120149023578,
650 - SPG Kuhkalb,2019-06-07,120149023608,75,CH120149023608,
650 - SPG Kuhkalb,2019-06-07,120141515088,75,CH120141515088,
650 - SPG Kuhkalb,2019-06-07,120146327310,75,CH120146327310,
650 - SPG Kuhkalb,2019-06-07,120141336539,75,CH120141336539,
650 - SPG Kuhkalb,2019-06-07,120147174265,75,CH120147174265,
650 - SPG Kuhkalb,2019-06-07,120134726675,75,CH120134726675,
650 - SPG Kuhkalb,2019-06-07,120149732036,75,CH120149732036,
650 - SPG Kuhkalb,2019-06-07,120146993829,75,CH120146993829,
650 - SPG Kuhkalb,2019-06-07,120145321784,75,CH120145321784,
650 - SPG Kuhkalb,2019-06-07,120146649764,75,CH120146649764,
650 - SPG Kuhkalb,2019-06-07,120148541516,75,CH120148541516,
650 - SPG Kuhkalb,2019-06-07,120145322590,75,CH120145322590,
650 - SPG Kuhkalb,2019-06-07,120139572604,75,CH120139572604,
650 - SPG Kuhkalb,2019-06-07,120139572611,75,CH120139572611,
650 - SPG Kuhkalb,2019-06-07,120148961499,75,CH120148961499,
650 - SPG Kuhkalb,2019-06-07,120148867579,75,CH120148867579,
650 - SPG Kuhkalb,2019-06-07,120148867593,75,CH120148867593,
650 - SPG Kuhkalb,2019-06-07,120148867616,75,CH120148867616,
650 - SPG Kuhkalb,2019-06-07,120143039582,75,CH120143039582,
650 - SPG Kuhkalb,2019-06-07,120149221233,75,CH120149221233,
650 - SPG Kuhkalb,2019-06-07,120147931585,75,CH120147931585,
650 - SPG Kuhkalb,2019-06-07,120143568471,75,CH120143568471,
650 - SPG Kuhkalb,2019-06-07,120146424668,75,CH120146424668,
650 - SPG Kuhkalb,2019-06-07,120146424729,75,CH120146424729,
640 - SPG Stierkalb,2019-06-07,120149636761,84,CH120149636761,
640 - SPG Stierkalb,2019-06-07,120149636839,96,CH120149636839,
650 - SPG Kuhkalb,2019-06-07,120136483002,96,CH120136483002,
640 - SPG Stierkalb,2019-06-11,120149513642,75,CH120149513642,
640 - SPG Stierkalb,2019-06-11,120149513628,75,CH120149513628,
640 - SPG Stierkalb,2019-06-11,120149513666,75,CH120149513666,
640 - SPG Stierkalb,2019-06-11,120149513697,75,CH120149513697,
650 - SPG Kuhkalb,2019-06-11,120149513543,75,CH120149513543,
650 - SPG Kuhkalb,2019-06-11,120149513604,75,CH120149513604,
650 - SPG Kuhkalb,2019-06-11,120149513659,75,CH120149513659,
650 - SPG Kuhkalb,2019-06-11,120149513680,75,CH120149513680,
650 - SPG Kuhkalb,2019-06-11,120149513673,75,CH120149513673,
650 - SPG Kuhkalb,2019-06-14,120148883616,60,CH120148883616,
650 - SPG Kuhkalb,2019-06-14,120143138353,61,CH120143138353,
650 - SPG Kuhkalb,2019-06-14,120133321062,63,CH120133321062,
640 - SPG Stierkalb,2019-06-14,120138727227,66,CH120138727227,
640 - SPG Stierkalb,2019-06-14,120150147904,67,CH120150147904,
650 - SPG Kuhkalb,2019-06-14,120146726267,68,CH120146726267,
650 - SPG Kuhkalb,2019-06-14,120131472759,68,CH120131472759,
650 - SPG Kuhkalb,2019-06-14,120146630847,68,CH120146630847,
640 - SPG Stierkalb,2019-06-14,120138727210,69,CH120138727210,
640 - SPG Stierkalb,2019-06-14,120144451390,70,CH120144451390,
640 - SPG Stierkalb,2019-06-14,120144357104,70,CH120144357104,
640 - SPG Stierkalb,2019-06-14,120145319095,70,CH120145319095,
650 - SPG Kuhkalb,2019-06-14,120149785292,70,CH120149785292,
650 - SPG Kuhkalb,2019-06-14,120147407523,70,CH120147407523,
650 - SPG Kuhkalb,2019-06-14,120144609906,70,CH120144609906,
640 - SPG Stierkalb,2019-06-14,120149110186,71,CH120149110186,
640 - SPG Stierkalb,2019-06-14,120146972374,71,CH120146972374,
640 - SPG Stierkalb,2019-06-14,120143362871,71,CH120143362871,
650 - SPG Kuhkalb,2019-06-14,120143519039,71,CH120143519039,
650 - SPG Kuhkalb,2019-06-14,120150156463,71,CH120150156463,
650 - SPG Kuhkalb,2019-06-14,120143364622,71,CH120143364622,
650 - SPG Kuhkalb,2019-06-14,120144619738,71,CH120144619738,
640 - SPG Stierkalb,2019-06-14,120145029444,72,CH120145029444,
640 - SPG Stierkalb,2019-06-14,120143138346,72,CH120143138346,
650 - SPG Kuhkalb,2019-06-14,120150308893,72,CH120150308893,
650 - SPG Kuhkalb,2019-06-14,120144498562,72,CH120144498562,
650 - SPG Kuhkalb,2019-06-14,120146858944,72,CH120146858944,
640 - SPG Stierkalb,2019-06-14,120145319088,73,CH120145319088,
650 - SPG Kuhkalb,2019-06-14,120144498654,73,CH120144498654,
650 - SPG Kuhkalb,2019-06-14,120142103055,73,CH120142103055,
650 - SPG Kuhkalb,2019-06-14,120142115263,73,CH120142115263,
650 - SPG Kuhkalb,2019-06-14,120145029406,74,CH120145029406,
640 - SPG Stierkalb,2019-06-14,120137779791,75,CH120137779791,
640 - SPG Stierkalb,2019-06-14,120144336932,75,CH120144336932,
640 - SPG Stierkalb,2019-06-14,120140139742,75,CH120140139742,
640 - SPG Stierkalb,2019-06-14,120143867383,75,CH120143867383,
640 - SPG Stierkalb,2019-06-14,120130240397,75,CH120130240397,
640 - SPG Stierkalb,2019-06-14,120150746367,75,CH120150746367,
640 - SPG Stierkalb,2019-06-14,120145217834,75,CH120145217834,
640 - SPG Stierkalb,2019-06-14,120145217827,75,CH120145217827,
640 - SPG Stierkalb,2019-06-14,120149133826,75,CH120149133826,
640 - SPG Stierkalb,2019-06-14,120150214880,75,CH120150214880,
640 - SPG Stierkalb,2019-06-14,120149023592,75,CH120149023592,
640 - SPG Stierkalb,2019-06-14,120146630793,75,CH120146630793,
640 - SPG Stierkalb,2019-06-14,120143362864,75,CH120143362864,
640 - SPG Stierkalb,2019-06-14,120149637799,75,CH120149637799,
640 - SPG Stierkalb,2019-06-14,120147472361,75,CH120147472361,
640 - SPG Stierkalb,2019-06-14,120143577381,75,CH120143577381,
640 - SPG Stierkalb,2019-06-14,120150201255,75,CH120150201255,
640 - SPG Stierkalb,2019-06-14,120144925075,75,CH120144925075,
640 - SPG Stierkalb,2019-06-14,120149785308,75,CH120149785308,
640 - SPG Stierkalb,2019-06-14,120142591999,75,CH120142591999,
640 - SPG Stierkalb,2019-06-14,120148267430,75,CH120148267430,
640 - SPG Stierkalb,2019-06-14,120142389312,75,CH120142389312,
640 - SPG Stierkalb,2019-06-14,120145321814,75,CH120145321814,
640 - SPG Stierkalb,2019-06-14,120144609876,75,CH120144609876,
640 - SPG Stierkalb,2019-06-14,120148151074,75,CH120148151074,
640 - SPG Stierkalb,2019-06-14,120149555710,75,CH120149555710,
640 - SPG Stierkalb,2019-06-14,120141910661,75,CH120141910661,
640 - SPG Stierkalb,2019-06-14,120147039564,75,CH120147039564,
640 - SPG Stierkalb,2019-06-14,120147039533,75,CH120147039533,
640 - SPG Stierkalb,2019-06-14,120145514810,75,CH120145514810,
640 - SPG Stierkalb,2019-06-14,120149698783,75,CH120149698783,
640 - SPG Stierkalb,2019-06-14,120149698776,75,CH120149698776,
640 - SPG Stierkalb,2019-06-14,120149698790,75,CH120149698790,
640 - SPG Stierkalb,2019-06-14,120143756908,75,CH120143756908,
640 - SPG Stierkalb,2019-06-14,120146380629,75,CH120146380629,
640 - SPG Stierkalb,2019-06-14,120141919046,75,CH120141919046,
640 - SPG Stierkalb,2019-06-14,120139548746,75,CH120139548746,
640 - SPG Stierkalb,2019-06-14,120142117120,75,CH120142117120,
640 - SPG Stierkalb,2019-06-14,120138727234,75,CH120138727234,
640 - SPG Stierkalb,2019-06-14,120148961529,75,CH120148961529,
650 - SPG Kuhkalb,2019-06-14,120146878348,75,CH120146878348,
650 - SPG Kuhkalb,2019-06-14,120146292823,75,CH120146292823,
650 - SPG Kuhkalb,2019-06-14,120145381542,75,CH120145381542,
650 - SPG Kuhkalb,2019-06-14,120146409443,75,CH120146409443,
650 - SPG Kuhkalb,2019-06-14,120148847427,75,CH120148847427,
650 - SPG Kuhkalb,2019-06-14,120143357747,75,CH120143357747,
650 - SPG Kuhkalb,2019-06-14,120146353289,75,CH120146353289,
650 - SPG Kuhkalb,2019-06-14,120146353272,75,CH120146353272,
650 - SPG Kuhkalb,2019-06-14,120149466320,75,CH120149466320,
650 - SPG Kuhkalb,2019-06-14,120149025077,75,CH120149025077,
650 - SPG Kuhkalb,2019-06-14,120145217797,75,CH120145217797,
650 - SPG Kuhkalb,2019-06-14,120143364615,75,CH120143364615,
650 - SPG Kuhkalb,2019-06-14,120149760206,75,CH120149760206,
650 - SPG Kuhkalb,2019-06-14,120143571846,75,CH120143571846,
650 - SPG Kuhkalb,2019-06-14,120143702448,75,CH120143702448,
650 - SPG Kuhkalb,2019-06-14,120144925068,75,CH120144925068,
650 - SPG Kuhkalb,2019-06-14,120144774888,75,CH120144774888,
650 - SPG Kuhkalb,2019-06-14,120148249924,75,CH120148249924,
650 - SPG Kuhkalb,2019-06-14,120143300835,75,CH120143300835,
650 - SPG Kuhkalb,2019-06-14,120146872988,75,CH120146872988,
650 - SPG Kuhkalb,2019-06-14,120146697635,75,CH120146697635,
650 - SPG Kuhkalb,2019-06-14,120147637548,75,CH120147637548,
650 - SPG Kuhkalb,2019-06-14,120148961543,75,CH120148961543,
650 - SPG Kuhkalb,2019-06-21,120145889499,55,CH120145889499,
640 - SPG Stierkalb,2019-06-21,120144415101,57,CH120144415101,
640 - SPG Stierkalb,2019-06-21,120149405671,63,CH120149405671,
650 - SPG Kuhkalb,2019-06-21,120147554692,64,CH120147554692,
650 - SPG Kuhkalb,2019-06-21,120145045635,65,CH120145045635,
640 - SPG Stierkalb,2019-06-21,120149148813,68,CH120149148813,
650 - SPG Kuhkalb,2019-06-21,120148534204,69,CH120148534204,
640 - SPG Stierkalb,2019-06-21,120145761122,70,CH120145761122,
640 - SPG Stierkalb,2019-06-21,120149050093,70,CH120149050093,
650 - SPG Kuhkalb,2019-06-21,120141890154,70,CH120141890154,
650 - SPG Kuhkalb,2019-06-21,120145097771,70,CH120145097771,
650 - SPG Kuhkalb,2019-06-21,120147554708,71,CH120147554708,
640 - SPG Stierkalb,2019-06-21,120146225739,73,CH120146225739,
650 - SPG Kuhkalb,2019-06-21,120145057140,74,CH120145057140,
640 - SPG Stierkalb,2019-06-21,120144415088,75,CH120144415088,
640 - SPG Stierkalb,2019-06-21,120144702188,75,CH120144702188,
640 - SPG Stierkalb,2019-06-21,120144170536,75,CH120144170536,
640 - SPG Stierkalb,2019-06-21,120145537970,75,CH120145537970,
640 - SPG Stierkalb,2019-06-21,120142389329,75,CH120142389329,
640 - SPG Stierkalb,2019-06-21,120142389336,75,CH120142389336,
640 - SPG Stierkalb,2019-06-21,120147891155,75,CH120147891155,
640 - SPG Stierkalb,2019-06-21,120144335256,75,CH120144335256,
640 - SPG Stierkalb,2019-06-21,120144930154,75,CH120144930154,
640 - SPG Stierkalb,2019-06-21,120143364639,75,CH120143364639,
640 - SPG Stierkalb,2019-06-21,120149148837,75,CH120149148837,
640 - SPG Stierkalb,2019-06-21,120146803371,75,CH120146803371,
640 - SPG Stierkalb,2019-06-21,120144925082,75,CH120144925082,
640 - SPG Stierkalb,2019-06-21,120149099443,75,CH120149099443,
640 - SPG Stierkalb,2019-06-21,120149580361,75,CH120149580361,
640 - SPG Stierkalb,2019-06-21,120150214903,75,CH120150214903,
640 - SPG Stierkalb,2019-06-21,120149050116,75,CH120149050116,
640 - SPG Stierkalb,2019-06-21,120140674731,75,CH120140674731,
640 - SPG Stierkalb,2019-06-21,120146691121,75,CH120146691121,
640 - SPG Stierkalb,2019-06-21,120148541523,75,CH120148541523,
640 - SPG Stierkalb,2019-06-21,120150064942,75,CH120150064942,
640 - SPG Stierkalb,2019-06-21,120145321807,75,CH120145321807,
640 - SPG Stierkalb,2019-06-21,120143142152,75,CH120143142152,
640 - SPG Stierkalb,2019-06-21,120146993843,75,CH120146993843,
640 - SPG Stierkalb,2019-06-21,120148402169,75,CH120148402169,
640 - SPG Stierkalb,2019-06-21,120137812580,75,CH120137812580,
640 - SPG Stierkalb,2019-06-21,120145416251,75,CH120145416251,
640 - SPG Stierkalb,2019-06-21,120147949252,75,CH120147949252,
640 - SPG Stierkalb,2019-06-21,120141515118,75,CH120141515118,
640 - SPG Stierkalb,2019-06-21,120146972398,75,CH120146972398,
640 - SPG Stierkalb,2019-06-21,120150907225,75,CH120150907225,
640 - SPG Stierkalb,2019-06-21,120149853526,75,CH120149853526,
650 - SPG Kuhkalb,2019-06-21,120130915493,75,CH120130915493,
650 - SPG Kuhkalb,2019-06-21,120149760190,75,CH120149760190,
650 - SPG Kuhkalb,2019-06-21,120143519046,75,CH120143519046,
650 - SPG Kuhkalb,2019-06-21,120143519022,75,CH120143519022,
650 - SPG Kuhkalb,2019-06-21,120145296273,75,CH120145296273,
650 - SPG Kuhkalb,2019-06-21,120143357730,75,CH120143357730,
650 - SPG Kuhkalb,2019-06-21,120149909889,75,CH120149909889,
650 - SPG Kuhkalb,2019-06-21,120149909872,75,CH120149909872,
650 - SPG Kuhkalb,2019-06-21,120143762152,75,CH120143762152,
650 - SPG Kuhkalb,2019-06-21,120145602173,75,CH120145602173,
650 - SPG Kuhkalb,2019-06-21,120145602197,75,CH120145602197,
650 - SPG Kuhkalb,2019-06-21,120149099429,75,CH120149099429,
650 - SPG Kuhkalb,2019-06-21,120150214897,75,CH120150214897,
650 - SPG Kuhkalb,2019-06-21,120149050109,75,CH120149050109,
650 - SPG Kuhkalb,2019-06-21,120146403526,75,CH120146403526,
650 - SPG Kuhkalb,2019-06-21,120148823711,75,CH120148823711,
650 - SPG Kuhkalb,2019-06-21,120147039557,75,CH120147039557,
650 - SPG Kuhkalb,2019-06-21,120143555808,75,CH120143555808,
650 - SPG Kuhkalb,2019-06-21,120144262781,75,CH120144262781,
650 - SPG Kuhkalb,2019-06-21,120148267423,75,CH120148267423,
650 - SPG Kuhkalb,2019-06-21,120148153559,75,CH120148153559,
650 - SPG Kuhkalb,2019-06-21,120146972367,75,CH120146972367,
640 - SPG Stierkalb,2019-06-27,120149650279,75,CH120149650279,
640 - SPG Stierkalb,2019-06-28,120138634303,58,CH120138634303,
650 - SPG Kuhkalb,2019-06-28,120139435480,60,CH120139435480,
650 - SPG Kuhkalb,2019-06-28,120148861843,65,CH120148861843,
640 - SPG Stierkalb,2019-06-28,120148861867,68,CH120148861867,
640 - SPG Stierkalb,2019-06-28,120148179108,69,CH120148179108,
650 - SPG Kuhkalb,2019-06-28,120149070121,69,CH120149070121,
650 - SPG Kuhkalb,2019-06-28,120150147928,69,CH120150147928,
640 - SPG Stierkalb,2019-06-28,120141880278,70,CH120141880278,
650 - SPG Kuhkalb,2019-06-28,120143909304,70,CH120143909304,
640 - SPG Stierkalb,2019-06-28,120126226879,71,CH120126226879,
640 - SPG Stierkalb,2019-06-28,120146666815,72,CH120146666815,
640 - SPG Stierkalb,2019-06-28,120141889639,72,CH120141889639,
650 - SPG Kuhkalb,2019-06-28,120149152834,72,CH120149152834,
650 - SPG Kuhkalb,2019-06-28,120148599524,72,CH120148599524,
640 - SPG Stierkalb,2019-06-28,120138400069,73,CH120138400069,
640 - SPG Stierkalb,2019-06-28,120141880308,73,CH120141880308,
640 - SPG Stierkalb,2019-06-28,120145031423,73,CH120145031423,
640 - SPG Stierkalb,2019-06-28,120149050888,73,CH120149050888,
650 - SPG Kuhkalb,2019-06-28,120130240434,73,CH120130240434,
