Gattung,GewogenAm,TVDID,GewichtBezahlt,TVD,
650 - SPG Kuhkalb,2017-01-05,120132794065,61,CH120132794065,
650 - SPG Kuhkalb,2017-01-05,120132794072,61,CH120132794072,
640 - SPG Stierkalb,2017-01-06,120129832152,54,CH120129832152,
640 - SPG Stierkalb,2017-01-06,120129366589,58,CH120129366589,
640 - SPG Stierkalb,2017-01-06,120129295520,61,CH120129295520,
640 - SPG Stierkalb,2017-01-06,120133635077,64,CH120133635077,
650 - SPG Kuhkalb,2017-01-06,120127415098,66,CH120127415098,
640 - SPG Stierkalb,2017-01-06,120133495978,68,CH120133495978,
650 - SPG Kuhkalb,2017-01-06,120131272182,68,CH120131272182,
640 - SPG Stierkalb,2017-01-06,120124163466,69,CH120124163466,
640 - SPG Stierkalb,2017-01-06,120133635053,69,CH120133635053,
650 - SPG Kuhkalb,2017-01-06,120129776319,69,CH120129776319,
650 - SPG Kuhkalb,2017-01-06,120133495954,69,CH120133495954,
640 - SPG Stierkalb,2017-01-06,120129776302,70,CH120129776302,
640 - SPG Stierkalb,2017-01-06,120132694631,70,CH120132694631,
640 - SPG Stierkalb,2017-01-06,120131645900,70,CH120131645900,
650 - SPG Kuhkalb,2017-01-06,120129103863,70,CH120129103863,
640 - SPG Stierkalb,2017-01-06,120132215201,71,CH120132215201,
640 - SPG Stierkalb,2017-01-06,120129776340,71,CH120129776340,
640 - SPG Stierkalb,2017-01-06,120131741985,71,CH120131741985,
640 - SPG Stierkalb,2017-01-06,120131276760,71,CH120131276760,
650 - SPG Kuhkalb,2017-01-06,120128402028,71,CH120128402028,
650 - SPG Kuhkalb,2017-01-06,120129776289,71,CH120129776289,
650 - SPG Kuhkalb,2017-01-06,120125099818,71,CH120125099818,
650 - SPG Kuhkalb,2017-01-06,120123234327,71,CH120123234327,
640 - SPG Stierkalb,2017-01-06,120119944223,72,CH120119944223,
640 - SPG Stierkalb,2017-01-06,120130506936,72,CH120130506936,
640 - SPG Stierkalb,2017-01-06,120131272168,72,CH120131272168,
640 - SPG Stierkalb,2017-01-06,120126349783,72,CH120126349783,
650 - SPG Kuhkalb,2017-01-06,120129776333,72,CH120129776333,
650 - SPG Kuhkalb,2017-01-06,120129388062,72,CH120129388062,
650 - SPG Kuhkalb,2017-01-06,120126360320,72,CH120126360320,
650 - SPG Kuhkalb,2017-01-06,120133178734,73,CH120133178734,
650 - SPG Kuhkalb,2017-01-06,120127765162,73,CH120127765162,
640 - SPG Stierkalb,2017-01-06,120131793601,74,CH120131793601,
640 - SPG Stierkalb,2017-01-06,120122574974,74,CH120122574974,
650 - SPG Kuhkalb,2017-01-06,120124652229,74,CH120124652229,
650 - SPG Kuhkalb,2017-01-06,120130881491,74,CH120130881491,
650 - SPG Kuhkalb,2017-01-06,120130812549,74,CH120130812549,
640 - SPG Stierkalb,2017-01-06,120130634639,75,CH120130634639,
640 - SPG Stierkalb,2017-01-06,120129732872,75,CH120129732872,
640 - SPG Stierkalb,2017-01-06,120126520069,75,CH120126520069,
640 - SPG Stierkalb,2017-01-06,120116658222,75,CH120116658222,
640 - SPG Stierkalb,2017-01-06,120130020142,75,CH120130020142,
640 - SPG Stierkalb,2017-01-06,120126738556,75,CH120126738556,
640 - SPG Stierkalb,2017-01-06,120129776357,75,CH120129776357,
640 - SPG Stierkalb,2017-01-06,120114703429,75,CH120114703429,
640 - SPG Stierkalb,2017-01-06,120129499560,75,CH120129499560,
640 - SPG Stierkalb,2017-01-06,120128625090,75,CH120128625090,
640 - SPG Stierkalb,2017-01-06,120130609392,75,CH120130609392,
640 - SPG Stierkalb,2017-01-06,120129566798,75,CH120129566798,
640 - SPG Stierkalb,2017-01-06,120129030411,75,CH120129030411,
640 - SPG Stierkalb,2017-01-06,120126954116,75,CH120126954116,
640 - SPG Stierkalb,2017-01-06,120126875169,75,CH120126875169,
640 - SPG Stierkalb,2017-01-06,120129871816,75,CH120129871816,
640 - SPG Stierkalb,2017-01-06,120126738167,75,CH120126738167,
640 - SPG Stierkalb,2017-01-06,120132694648,75,CH120132694648,
640 - SPG Stierkalb,2017-01-06,120131741978,75,CH120131741978,
640 - SPG Stierkalb,2017-01-06,120132150526,75,CH120132150526,
640 - SPG Stierkalb,2017-01-06,120129366572,75,CH120129366572,
640 - SPG Stierkalb,2017-01-06,120121101751,75,CH120121101751,
640 - SPG Stierkalb,2017-01-06,120132216024,75,CH120132216024,
640 - SPG Stierkalb,2017-01-06,120124652243,75,CH120124652243,
640 - SPG Stierkalb,2017-01-06,120123876701,75,CH120123876701,
640 - SPG Stierkalb,2017-01-06,120130762882,75,CH120130762882,
640 - SPG Stierkalb,2017-01-06,120125071326,75,CH120125071326,
640 - SPG Stierkalb,2017-01-06,120128057495,75,CH120128057495,
640 - SPG Stierkalb,2017-01-06,120131645863,75,CH120131645863,
640 - SPG Stierkalb,2017-01-06,120128528964,75,CH120128528964,
640 - SPG Stierkalb,2017-01-06,120129331006,75,CH120129331006,
640 - SPG Stierkalb,2017-01-06,120133178727,75,CH120133178727,
640 - SPG Stierkalb,2017-01-06,120132257355,75,CH120132257355,
640 - SPG Stierkalb,2017-01-06,120131730637,75,CH120131730637,
640 - SPG Stierkalb,2017-01-06,120115436937,75,CH120115436937,
640 - SPG Stierkalb,2017-01-06,120127568237,75,CH120127568237,
640 - SPG Stierkalb,2017-01-06,120127343728,75,CH120127343728,
640 - SPG Stierkalb,2017-01-06,120124541479,75,CH120124541479,
640 - SPG Stierkalb,2017-01-06,120124541455,75,CH120124541455,
640 - SPG Stierkalb,2017-01-06,120131493662,75,CH120131493662,
640 - SPG Stierkalb,2017-01-06,120130268926,75,CH120130268926,
640 - SPG Stierkalb,2017-01-06,120130268919,75,CH120130268919,
640 - SPG Stierkalb,2017-01-06,120131789666,75,CH120131789666,
640 - SPG Stierkalb,2017-01-06,120070867340,75,CH120070867340,
640 - SPG Stierkalb,2017-01-06,120133463113,75,CH120133463113,
640 - SPG Stierkalb,2017-01-06,120127221378,75,CH120127221378,
640 - SPG Stierkalb,2017-01-06,120127221392,75,CH120127221392,
640 - SPG Stierkalb,2017-01-06,120128929471,75,CH120128929471,
640 - SPG Stierkalb,2017-01-06,120130634639,75,CH120130634639,
640 - SPG Stierkalb,2017-01-06,120127013829,75,CH120127013829,
650 - SPG Kuhkalb,2017-01-06,120131594277,75,CH120131594277,
650 - SPG Kuhkalb,2017-01-06,120131594536,75,CH120131594536,
650 - SPG Kuhkalb,2017-01-06,120131594574,75,CH120131594574,
650 - SPG Kuhkalb,2017-01-06,120130634653,75,CH120130634653,
650 - SPG Kuhkalb,2017-01-06,120127958878,75,CH120127958878,
650 - SPG Kuhkalb,2017-01-06,120127958861,75,CH120127958861,
650 - SPG Kuhkalb,2017-01-06,120122078021,75,CH120122078021,
650 - SPG Kuhkalb,2017-01-06,120126954123,75,CH120126954123,
650 - SPG Kuhkalb,2017-01-06,120130398401,75,CH120130398401,
650 - SPG Kuhkalb,2017-01-06,120130506943,75,CH120130506943,
650 - SPG Kuhkalb,2017-01-06,120129690660,75,CH120129690660,
650 - SPG Kuhkalb,2017-01-06,120130785997,75,CH120130785997,
650 - SPG Kuhkalb,2017-01-06,120131645887,75,CH120131645887,
650 - SPG Kuhkalb,2017-01-06,120130797488,75,CH120130797488,
650 - SPG Kuhkalb,2017-01-06,120129444676,75,CH120129444676,
650 - SPG Kuhkalb,2017-01-06,120126891336,75,CH120126891336,
650 - SPG Kuhkalb,2017-01-06,120124571490,75,CH120124571490,
650 - SPG Kuhkalb,2017-01-06,120130341193,75,CH120130341193,
650 - SPG Kuhkalb,2017-01-06,120132292257,75,CH120132292257,
650 - SPG Kuhkalb,2017-01-06,120131322849,75,CH120131322849,
650 - SPG Kuhkalb,2017-01-06,120127401824,75,CH120127401824,
650 - SPG Kuhkalb,2017-01-06,120125210374,75,CH120125210374,
650 - SPG Kuhkalb,2017-01-06,120129424333,75,CH120129424333,
650 - SPG Kuhkalb,2017-01-06,120130783467,75,CH120130783467,
650 - SPG Kuhkalb,2017-01-06,120130881446,75,CH120130881446,
650 - SPG Kuhkalb,2017-01-06,120130058510,75,CH120130058510,
650 - SPG Kuhkalb,2017-01-06,120129020351,75,CH120129020351,
650 - SPG Kuhkalb,2017-01-06,120130714720,75,CH120130714720,
650 - SPG Kuhkalb,2017-01-09,120133454128,55,CH120133454128,
650 - SPG Kuhkalb,2017-01-13,120121340143,44,CH120121340143,
650 - SPG Kuhkalb,2017-01-13,120121340150,56,CH120121340150,
640 - SPG Stierkalb,2017-01-13,120127848926,60,CH120127848926,
650 - SPG Kuhkalb,2017-01-13,120132190324,60,CH120132190324,
650 - SPG Kuhkalb,2017-01-13,120127247491,61,CH120127247491,
640 - SPG Stierkalb,2017-01-13,120130109632,62,CH120130109632,
640 - SPG Stierkalb,2017-01-13,120130563267,63,CH120130563267,
640 - SPG Stierkalb,2017-01-13,120134373794,65,CH120134373794,
650 - SPG Kuhkalb,2017-01-13,120128458360,65,CH120128458360,
640 - SPG Stierkalb,2017-01-13,120132051014,66,CH120132051014,
640 - SPG Stierkalb,2017-01-13,120128625113,66,CH120128625113,
640 - SPG Stierkalb,2017-01-13,120122857527,67,CH120122857527,
640 - SPG Stierkalb,2017-01-13,120129777392,67,CH120129777392,
650 - SPG Kuhkalb,2017-01-13,120130881521,67,CH120130881521,
650 - SPG Kuhkalb,2017-01-13,120124744627,67,CH120124744627,
640 - SPG Stierkalb,2017-01-13,120129430082,68,CH120129430082,
640 - SPG Stierkalb,2017-01-13,120125566440,68,CH120125566440,
640 - SPG Stierkalb,2017-01-13,120130177938,68,CH120130177938,
650 - SPG Kuhkalb,2017-01-13,120131789680,68,CH120131789680,
640 - SPG Stierkalb,2017-01-13,120130003183,69,CH120130003183,
640 - SPG Stierkalb,2017-01-13,12012805758,69,CH12012805758,
640 - SPG Stierkalb,2017-01-13,120124873969,69,CH120124873969,
650 - SPG Kuhkalb,2017-01-13,120132190317,69,CH120132190317,
650 - SPG Kuhkalb,2017-01-13,120127247484,69,CH120127247484,
640 - SPG Stierkalb,2017-01-13,120130791615,70,CH120130791615,
640 - SPG Stierkalb,2017-01-13,120127848933,70,CH120127848933,
640 - SPG Stierkalb,2017-01-13,120127005145,70,CH120127005145,
640 - SPG Stierkalb,2017-01-13,120130412367,70,CH120130412367,
650 - SPG Kuhkalb,2017-01-13,120129168510,70,CH120129168510,
650 - SPG Kuhkalb,2017-01-13,120131276753,70,CH120131276753,
650 - SPG Kuhkalb,2017-01-13,120131127024,70,CH120131127024,
640 - SPG Stierkalb,2017-01-13,120130048597,71,CH120130048597,
640 - SPG Stierkalb,2017-01-13,120130835609,71,CH120130835609,
640 - SPG Stierkalb,2017-01-13,120124999867,71,CH120124999867,
640 - SPG Stierkalb,2017-01-13,120132599752,71,CH120132599752,
640 - SPG Stierkalb,2017-01-13,120134373787,71,CH120134373787,
650 - SPG Kuhkalb,2017-01-13,120132599875,71,CH120132599875,
640 - SPG Stierkalb,2017-01-13,120123468555,72,CH120123468555,
640 - SPG Stierkalb,2017-01-13,120131418948,72,CH120131418948,
640 - SPG Stierkalb,2017-01-13,120133176891,72,CH120133176891,
640 - SPG Stierkalb,2017-01-13,120127206948,72,CH120127206948,
640 - SPG Stierkalb,2017-01-13,120132966189,72,CH120132966189,
640 - SPG Stierkalb,2017-01-13,120124873976,72,CH120124873976,
640 - SPG Stierkalb,2017-01-13,120131789697,72,CH120131789697,
640 - SPG Stierkalb,2017-01-13,120127001314,72,CH120127001314,
640 - SPG Stierkalb,2017-01-13,120132856268,72,CH120132856268,
650 - SPG Kuhkalb,2017-01-13,120129430044,72,CH120129430044,
650 - SPG Kuhkalb,2017-01-13,120130786086,72,CH120130786086,
640 - SPG Stierkalb,2017-01-13,120124315193,73,CH120124315193,
640 - SPG Stierkalb,2017-01-13,120130917596,73,CH120130917596,
640 - SPG Stierkalb,2017-01-13,120130857076,73,CH120130857076,
640 - SPG Stierkalb,2017-01-13,120127992216,73,CH120127992216,
640 - SPG Stierkalb,2017-01-13,120129571709,73,CH120129571709,
650 - SPG Kuhkalb,2017-01-13,120124666387,73,CH120124666387,
650 - SPG Kuhkalb,2017-01-13,120131116370,73,CH120131116370,
650 - SPG Kuhkalb,2017-01-13,120130881507,73,CH120130881507,
640 - SPG Stierkalb,2017-01-13,120127118340,74,CH120127118340,
640 - SPG Stierkalb,2017-01-13,120129237438,74,CH120129237438,
640 - SPG Stierkalb,2017-01-13,120128037459,74,CH120128037459,
640 - SPG Stierkalb,2017-01-13,120126954130,74,CH120126954130,
640 - SPG Stierkalb,2017-01-13,120129163409,74,CH120129163409,
640 - SPG Stierkalb,2017-01-13,120129265325,74,CH120129265325,
640 - SPG Stierkalb,2017-01-13,120134087325,74,CH120134087325,
640 - SPG Stierkalb,2017-01-13,120134087318,74,CH120134087318,
650 - SPG Kuhkalb,2017-01-13,120128625106,74,CH120128625106,
650 - SPG Kuhkalb,2017-01-13,120131739951,74,CH120131739951,
650 - SPG Kuhkalb,2017-01-13,120128067418,74,CH120128067418,
640 - SPG Stierkalb,2017-01-13,120124652250,75,CH120124652250,
640 - SPG Stierkalb,2017-01-13,120124626467,75,CH120124626467,
640 - SPG Stierkalb,2017-01-13,120130971208,75,CH120130971208,
640 - SPG Stierkalb,2017-01-13,120116549490,75,CH120116549490,
640 - SPG Stierkalb,2017-01-13,120120139557,75,CH120120139557,
640 - SPG Stierkalb,2017-01-13,120133563509,75,CH120133563509,
640 - SPG Stierkalb,2017-01-13,120127118357,75,CH120127118357,
640 - SPG Stierkalb,2017-01-13,120126738570,75,CH120126738570,
640 - SPG Stierkalb,2017-01-13,120125644605,75,CH120125644605,
640 - SPG Stierkalb,2017-01-13,120128745132,75,CH120128745132,
640 - SPG Stierkalb,2017-01-13,120131713142,75,CH120131713142,
640 - SPG Stierkalb,2017-01-13,120129177956,75,CH120129177956,
640 - SPG Stierkalb,2017-01-13,120130539088,75,CH120130539088,
640 - SPG Stierkalb,2017-01-13,120133856977,75,CH120133856977,
640 - SPG Stierkalb,2017-01-13,120123221532,75,CH120123221532,
640 - SPG Stierkalb,2017-01-13,120132910632,75,CH120132910632,
640 - SPG Stierkalb,2017-01-13,120131140306,75,CH120131140306,
640 - SPG Stierkalb,2017-01-13,120134063763,75,CH120134063763,
640 - SPG Stierkalb,2017-01-13,120129808683,75,CH120129808683,
640 - SPG Stierkalb,2017-01-13,120129735125,75,CH120129735125,
640 - SPG Stierkalb,2017-01-13,120124666394,75,CH120124666394,
640 - SPG Stierkalb,2017-01-13,120120008013,75,CH120120008013,
640 - SPG Stierkalb,2017-01-13,120132056477,75,CH120132056477,
640 - SPG Stierkalb,2017-01-13,120128195593,75,CH120128195593,
640 - SPG Stierkalb,2017-01-13,120131690771,75,CH120131690771,
640 - SPG Stierkalb,2017-01-13,120130418147,75,CH120130418147,
640 - SPG Stierkalb,2017-01-13,120064068791,75,CH120064068791,
640 - SPG Stierkalb,2017-01-13,120131176954,75,CH120131176954,
640 - SPG Stierkalb,2017-01-13,120128584526,75,CH120128584526,
640 - SPG Stierkalb,2017-01-13,120130887721,75,CH120130887721,
640 - SPG Stierkalb,2017-01-13,120130887738,75,CH120130887738,
640 - SPG Stierkalb,2017-01-13,120129690677,75,CH120129690677,
640 - SPG Stierkalb,2017-01-13,120133248291,75,CH120133248291,
640 - SPG Stierkalb,2017-01-13,120132475209,75,CH120132475209,
640 - SPG Stierkalb,2017-01-13,120131277385,75,CH120131277385,
640 - SPG Stierkalb,2017-01-13,120070687597,75,CH120070687597,
640 - SPG Stierkalb,2017-01-13,120132830015,75,CH120132830015,
640 - SPG Stierkalb,2017-01-13,120132556731,75,CH120132556731,
640 - SPG Stierkalb,2017-01-13,120132556724,75,CH120132556724,
640 - SPG Stierkalb,2017-01-13,120132480470,75,CH120132480470,
640 - SPG Stierkalb,2017-01-13,120124030799,75,CH120124030799,
640 - SPG Stierkalb,2017-01-13,120127005138,75,CH120127005138,
640 - SPG Stierkalb,2017-01-13,120130441695,75,CH120130441695,
640 - SPG Stierkalb,2017-01-13,120131789703,75,CH120131789703,
640 - SPG Stierkalb,2017-01-13,120130154519,75,CH120130154519,
640 - SPG Stierkalb,2017-01-13,120125459599,75,CH120125459599,
640 - SPG Stierkalb,2017-01-13,120132523085,75,CH120132523085,
640 - SPG Stierkalb,2017-01-13,120130558751,75,CH120130558751,
640 - SPG Stierkalb,2017-01-13,120127555169,75,CH120127555169,
640 - SPG Stierkalb,2017-01-13,120127568244,75,CH120127568244,
640 - SPG Stierkalb,2017-01-13,120128581235,75,CH120128581235,
640 - SPG Stierkalb,2017-01-13,120130109625,75,CH120130109625,
640 - SPG Stierkalb,2017-01-13,120132746774,75,CH120132746774,
640 - SPG Stierkalb,2017-01-13,120132746767,75,CH120132746767,
640 - SPG Stierkalb,2017-01-13,120122660653,75,CH120122660653,
640 - SPG Stierkalb,2017-01-13,120133477738,75,CH120133477738,
640 - SPG Stierkalb,2017-01-13,120131288534,75,CH120131288534,
640 - SPG Stierkalb,2017-01-13,120131288541,75,CH120131288541,
640 - SPG Stierkalb,2017-01-13,120133100704,75,CH120133100704,
640 - SPG Stierkalb,2017-01-13,120133939366,75,CH120133939366,
640 - SPG Stierkalb,2017-01-13,120126183615,75,CH120126183615,
640 - SPG Stierkalb,2017-01-13,120131596868,75,CH120131596868,
640 - SPG Stierkalb,2017-01-13,120127635144,75,CH120127635144,
640 - SPG Stierkalb,2017-01-13,120128847768,75,CH120128847768,
640 - SPG Stierkalb,2017-01-13,120131122135,75,CH120131122135,
640 - SPG Stierkalb,2017-01-13,120129983953,75,CH120129983953,
640 - SPG Stierkalb,2017-01-13,120130503935,75,CH120130503935,
640 - SPG Stierkalb,2017-01-13,120127977039,75,CH120127977039,
650 - SPG Kuhkalb,2017-01-13,120129568389,75,CH120129568389,
650 - SPG Kuhkalb,2017-01-13,120126620516,75,CH120126620516,
650 - SPG Kuhkalb,2017-01-13,120126738563,75,CH120126738563,
650 - SPG Kuhkalb,2017-01-13,120127543913,75,CH120127543913,
650 - SPG Kuhkalb,2017-01-13,120127543920,75,CH120127543920,
650 - SPG Kuhkalb,2017-01-13,120125644575,75,CH120125644575,
650 - SPG Kuhkalb,2017-01-13,120131272199,75,CH120131272199,
650 - SPG Kuhkalb,2017-01-13,120129707955,75,CH120129707955,
650 - SPG Kuhkalb,2017-01-13,120120117456,75,CH120120117456,
650 - SPG Kuhkalb,2017-01-13,120132056453,75,CH120132056453,
650 - SPG Kuhkalb,2017-01-13,120128584519,75,CH120128584519,
650 - SPG Kuhkalb,2017-01-13,120133248284,75,CH120133248284,
650 - SPG Kuhkalb,2017-01-13,120132475216,75,CH120132475216,
650 - SPG Kuhkalb,2017-01-13,120129871830,75,CH120129871830,
650 - SPG Kuhkalb,2017-01-13,120132263356,75,CH120132263356,
650 - SPG Kuhkalb,2017-01-13,120133338022,75,CH120133338022,
650 - SPG Kuhkalb,2017-01-13,120131946236,75,CH120131946236,
650 - SPG Kuhkalb,2017-01-13,120131789673,75,CH120131789673,
650 - SPG Kuhkalb,2017-01-13,120126336790,75,CH120126336790,
650 - SPG Kuhkalb,2017-01-13,120130558768,75,CH120130558768,
650 - SPG Kuhkalb,2017-01-13,120130268902,75,CH120130268902,
650 - SPG Kuhkalb,2017-01-13,120132257362,75,CH120132257362,
650 - SPG Kuhkalb,2017-01-13,120124848257,75,CH120124848257,
650 - SPG Kuhkalb,2017-01-13,120129956872,75,CH120129956872,
650 - SPG Kuhkalb,2017-01-20,120130376256,57,CH120130376256,
640 - SPG Stierkalb,2017-01-20,120133626143,58,CH120133626143,
650 - SPG Kuhkalb,2017-01-20,120126910600,60,CH120126910600,
640 - SPG Stierkalb,2017-01-20,120126274399,61,CH120126274399,
650 - SPG Kuhkalb,2017-01-20,120129717220,61,CH120129717220,
650 - SPG Kuhkalb,2017-01-20,120126947989,61,CH120126947989,
650 - SPG Kuhkalb,2017-01-20,120126947989,61,CH120126947989,
640 - SPG Stierkalb,2017-01-20,120124163480,62,CH120124163480,
650 - SPG Kuhkalb,2017-01-20,120132072354,65,CH120132072354,
650 - SPG Kuhkalb,2017-01-20,120126920241,65,CH120126920241,
640 - SPG Stierkalb,2017-01-20,120126954154,67,CH120126954154,
640 - SPG Stierkalb,2017-01-20,120133176914,67,CH120133176914,
650 - SPG Kuhkalb,2017-01-20,120133248307,67,CH120133248307,
640 - SPG Stierkalb,2017-01-20,120133077877,68,CH120133077877,
650 - SPG Kuhkalb,2017-01-20,120122369365,68,CH120122369365,
650 - SPG Kuhkalb,2017-01-20,120125644599,68,CH120125644599,
650 - SPG Kuhkalb,2017-01-20,120126349813,68,CH120126349813,
650 - SPG Kuhkalb,2017-01-20,120123144374,69,CH120123144374,
650 - SPG Kuhkalb,2017-01-20,120129402874,69,CH120129402874,
640 - SPG Stierkalb,2017-01-20,120124315209,70,CH120124315209,
640 - SPG Stierkalb,2017-01-20,120123750223,70,CH120123750223,
640 - SPG Stierkalb,2017-01-20,120131672340,70,CH120131672340,
640 - SPG Stierkalb,2017-01-20,120121440133,70,CH120121440133,
650 - SPG Kuhkalb,2017-01-20,120134189982,70,CH120134189982,
650 - SPG Kuhkalb,2017-01-20,120127206955,70,CH120127206955,
650 - SPG Kuhkalb,2017-01-20,120128067456,70,CH120128067456,
640 - SPG Stierkalb,2017-01-20,120124483236,71,CH120124483236,
650 - SPG Kuhkalb,2017-01-20,120129717206,71,CH120129717206,
650 - SPG Kuhkalb,2017-01-20,120134630774,72,CH120134630774,
650 - SPG Kuhkalb,2017-01-20,120127206900,72,CH120127206900,
650 - SPG Kuhkalb,2017-01-20,120126441388,72,CH120126441388,
640 - SPG Stierkalb,2017-01-20,120129483941,73,CH120129483941,
640 - SPG Stierkalb,2017-01-20,120130272480,73,CH120130272480,
640 - SPG Stierkalb,2017-01-20,120133872717,73,CH120133872717,
650 - SPG Kuhkalb,2017-01-20,120126132019,73,CH120126132019,
640 - SPG Stierkalb,2017-01-20,120129717237,74,CH120129717237,
640 - SPG Stierkalb,2017-01-20,120117823476,74,CH120117823476,
640 - SPG Stierkalb,2017-01-20,120131389385,74,CH120131389385,
640 - SPG Stierkalb,2017-01-20,120127701603,74,CH120127701603,
640 - SPG Stierkalb,2017-01-20,120124747628,74,CH120124747628,
650 - SPG Kuhkalb,2017-01-20,120131272205,74,CH120131272205,
640 - SPG Stierkalb,2017-01-20,120127033544,75,CH120127033544,
640 - SPG Stierkalb,2017-01-20,120127033551,75,CH120127033551,
640 - SPG Stierkalb,2017-01-20,120133117306,75,CH120133117306,
640 - SPG Stierkalb,2017-01-20,120127220609,75,CH120127220609,
640 - SPG Stierkalb,2017-01-20,120122369358,75,CH120122369358,
640 - SPG Stierkalb,2017-01-20,120127960567,75,CH120127960567,
640 - SPG Stierkalb,2017-01-20,120126132002,75,CH120126132002,
640 - SPG Stierkalb,2017-01-20,120128402035,75,CH120128402035,
640 - SPG Stierkalb,2017-01-20,120129871854,75,CH120129871854,
640 - SPG Stierkalb,2017-01-20,120131272229,75,CH120131272229,
640 - SPG Stierkalb,2017-01-20,120126738587,75,CH120126738587,
640 - SPG Stierkalb,2017-01-20,120127059223,75,CH120127059223,
640 - SPG Stierkalb,2017-01-20,120119876104,75,CH120119876104,
640 - SPG Stierkalb,2017-01-20,120128048707,75,CH120128048707,
640 - SPG Stierkalb,2017-01-20,120129776326,75,CH120129776326,
640 - SPG Stierkalb,2017-01-20,120129776371,75,CH120129776371,
640 - SPG Stierkalb,2017-01-20,120127701573,75,CH120127701573,
640 - SPG Stierkalb,2017-01-20,120134190001,75,CH120134190001,
640 - SPG Stierkalb,2017-01-20,120121700343,75,CH120121700343,
640 - SPG Stierkalb,2017-01-20,120116724804,75,CH120116724804,
640 - SPG Stierkalb,2017-01-20,120134080265,75,CH120134080265,
640 - SPG Stierkalb,2017-01-20,120130782217,75,CH120130782217,
640 - SPG Stierkalb,2017-01-20,120125774999,75,CH120125774999,
640 - SPG Stierkalb,2017-01-20,120132003518,75,CH120132003518,
640 - SPG Stierkalb,2017-01-20,120131479031,75,CH120131479031,
640 - SPG Stierkalb,2017-01-20,120132259908,75,CH120132259908,
640 - SPG Stierkalb,2017-01-20,120128067494,75,CH120128067494,
640 - SPG Stierkalb,2017-01-20,120066013904,75,CH120066013904,
640 - SPG Stierkalb,2017-01-20,120129958784,75,CH120129958784,
640 - SPG Stierkalb,2017-01-20,120134036019,75,CH120134036019,
650 - SPG Kuhkalb,2017-01-20,120129717145,75,CH120129717145,
650 - SPG Kuhkalb,2017-01-20,120129483958,75,CH120129483958,
650 - SPG Kuhkalb,2017-01-20,120132191376,75,CH120132191376,
650 - SPG Kuhkalb,2017-01-20,120129768840,75,CH120129768840,
650 - SPG Kuhkalb,2017-01-20,120129030435,75,CH120129030435,
650 - SPG Kuhkalb,2017-01-20,120132056484,75,CH120132056484,
650 - SPG Kuhkalb,2017-01-20,120125644582,75,CH120125644582,
650 - SPG Kuhkalb,2017-01-20,120130762899,75,CH120130762899,
650 - SPG Kuhkalb,2017-01-20,120132192915,75,CH120132192915,
650 - SPG Kuhkalb,2017-01-20,120122935171,75,CH120122935171,
650 - SPG Kuhkalb,2017-01-20,120128761439,75,CH120128761439,
650 - SPG Kuhkalb,2017-01-20,120130797525,75,CH120130797525,
650 - SPG Kuhkalb,2017-01-20,120130376249,75,CH120130376249,
650 - SPG Kuhkalb,2017-01-20,120132257379,75,CH120132257379,
650 - SPG Kuhkalb,2017-01-20,120129444683,75,CH120129444683,
650 - SPG Kuhkalb,2017-01-20,120128432551,75,CH120128432551,
650 - SPG Kuhkalb,2017-01-20,120061708133,75,CH120061708133,
650 - SPG Kuhkalb,2017-01-20,120131642800,75,CH120131642800,
640 - SPG Stierkalb,2017-01-27,120133626198,50,CH120133626198,
650 - SPG Kuhkalb,2017-01-27,120133626181,55,CH120133626181,
650 - SPG Kuhkalb,2017-01-27,120112806085,58,CH120112806085,
640 - SPG Stierkalb,2017-01-27,120131763802,59,CH120131763802,
650 - SPG Kuhkalb,2017-01-27,120131290780,60,CH120131290780,
650 - SPG Kuhkalb,2017-01-27,120132441198,61,CH120132441198,
650 - SPG Kuhkalb,2017-01-27,120123103951,62,CH120123103951,
650 - SPG Kuhkalb,2017-01-27,120133626167,62,CH120133626167,
640 - SPG Stierkalb,2017-01-27,120063810346,63,CH120063810346,
640 - SPG Stierkalb,2017-01-27,120132246526,63,CH120132246526,
650 - SPG Kuhkalb,2017-01-27,120131793625,64,CH120131793625,
650 - SPG Kuhkalb,2017-01-27,120129430112,64,CH120129430112,
640 - SPG Stierkalb,2017-01-27,120132916054,65,CH120132916054,
650 - SPG Kuhkalb,2017-01-27,120123179390,65,CH120123179390,
650 - SPG Kuhkalb,2017-01-27,120130177945,65,CH120130177945,
650 - SPG Kuhkalb,2017-01-27,120134189975,65,CH120134189975,
640 - SPG Stierkalb,2017-01-27,120129176409,66,CH120129176409,
640 - SPG Stierkalb,2017-01-27,120130298961,67,CH120130298961,
650 - SPG Kuhkalb,2017-01-27,120125379583,67,CH120125379583,
640 - SPG Stierkalb,2017-01-27,120120008075,68,CH120120008075,
650 - SPG Kuhkalb,2017-01-27,120128710246,68,CH120128710246,
640 - SPG Stierkalb,2017-01-27,120120443371,70,CH120120443371,
650 - SPG Kuhkalb,2017-01-27,120129499577,70,CH120129499577,
650 - SPG Kuhkalb,2017-01-27,120130110775,70,CH120130110775,
650 - SPG Kuhkalb,2017-01-27,120134189951,70,CH120134189951,
650 - SPG Kuhkalb,2017-01-27,120126954161,70,CH120126954161,
650 - SPG Kuhkalb,2017-01-27,120122325040,70,CH120122325040,
650 - SPG Kuhkalb,2017-01-27,120130418208,71,CH120130418208,
